Year,Series,Unit,Value
2000,Forest area,% of land area,80.11
2010,Forest area,% of land area,79.89
2015,Forest area,% of land area,79.55
2016,Forest area,% of land area,79.47
2017,Forest area,% of land area,79.4
2018,Forest area,% of land area,79.32
2019,Forest area,% of land area,79.25
2020,Forest area,% of land area,79.18
2022,Forest area,% of land area,79.0
