Year,Series,Unit,Value
2016,"Progress in multi-stakeholder development effectiveness monitoring framework in support of SDGs, recipients",Yes (1)/No (0),0
2018,"Progress in multi-stakeholder development effectiveness monitoring framework in support of SDGs, recipients",Yes (1)/No (0),1
