Year,Series,Unit,Value
2011,Population using safely managed sanitation services,% of urban population,29.67458
2012,Population using safely managed sanitation services,% of urban population,29.52481
2013,Population using safely managed sanitation services,% of urban population,29.37543
2014,Population using safely managed sanitation services,% of urban population,29.22642
2015,Population using safely managed sanitation services,% of urban population,14.1357421875
2016,Population using safely managed sanitation services,% of urban population,14.4197731018066
2017,Population using safely managed sanitation services,% of urban population,14.7031145095825
2018,Population using safely managed sanitation services,% of urban population,14.9858646392822
2019,Population using safely managed sanitation services,% of urban population,15.2677640914917
2020,Population using safely managed sanitation services,% of urban population,15.5487384796143
2021,Population using safely managed sanitation services,% of urban population,15.8290557861328
2022,Population using safely managed sanitation services,% of urban population,16.1084671020508
2023,Population using safely managed sanitation services,% of urban population,16.3868961334229
2024,Population using safely managed sanitation services,% of urban population,16.6644439697266
2014,Population with basic handwashing facilities on premises,% of population,29.63122
2015,Population with basic handwashing facilities on premises,% of population,35.1342926025391
2016,Population with basic handwashing facilities on premises,% of population,35.1470603942871
2017,Population with basic handwashing facilities on premises,% of population,35.1645278930664
2018,Population with basic handwashing facilities on premises,% of population,35.1870307922363
2019,Population with basic handwashing facilities on premises,% of population,35.214241027832
2020,Population with basic handwashing facilities on premises,% of population,35.246150970459
2021,Population with basic handwashing facilities on premises,% of population,35.2834358215332
2022,Population with basic handwashing facilities on premises,% of population,35.3257598876953
2023,Population with basic handwashing facilities on premises,% of population,35.373119354248
2024,Population with basic handwashing facilities on premises,% of population,35.4258575439453
2014,Population with basic handwashing facilities on premises,% of rural population,24.72726
2015,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2016,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2017,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2018,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2019,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2020,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2021,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2022,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2023,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2024,Population with basic handwashing facilities on premises,% of rural population,30.763521194458
2014,Population with basic handwashing facilities on premises,% of urban population,62.48486
2015,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2016,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2017,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2018,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2019,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2020,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2021,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2022,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2023,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
2024,Population with basic handwashing facilities on premises,% of urban population,64.3538436889648
