Year,Series,Unit,Value
2000,Population practicing open defecation (%),% of population,12.77065
2001,Population practicing open defecation (%),% of population,12.77292
2002,Population practicing open defecation (%),% of population,12.77477
2003,Population practicing open defecation (%),% of population,12.77663
2004,Population practicing open defecation (%),% of population,12.77859
2005,Population practicing open defecation (%),% of population,12.99194
2006,Population practicing open defecation (%),% of population,13.20538
2007,Population practicing open defecation (%),% of population,13.4189
2008,Population practicing open defecation (%),% of population,13.63251
2009,Population practicing open defecation (%),% of population,13.84619
2010,Population practicing open defecation (%),% of population,14.05996
2011,Population practicing open defecation (%),% of population,14.27392
2012,Population practicing open defecation (%),% of population,14.48786
2013,Population practicing open defecation (%),% of population,14.70014
2014,Population practicing open defecation (%),% of population,14.91068
2015,Population practicing open defecation (%),% of population,14.6657466888428
2016,Population practicing open defecation (%),% of population,14.7807598114014
2017,Population practicing open defecation (%),% of population,14.8941011428833
2018,Population practicing open defecation (%),% of population,15.0056419372559
2019,Population practicing open defecation (%),% of population,15.1154937744141
2020,Population practicing open defecation (%),% of population,15.2236471176147
2021,Population practicing open defecation (%),% of population,15.3298540115356
2022,Population practicing open defecation (%),% of population,15.4342260360718
2023,Population practicing open defecation (%),% of population,15.5367498397827
2024,Population practicing open defecation (%),% of population,15.637300491333
2000,Population practicing open defecation (%),% of rural population,14.13085
2001,Population practicing open defecation (%),% of rural population,14.13085
2002,Population practicing open defecation (%),% of rural population,14.13085
2003,Population practicing open defecation (%),% of rural population,14.13085
2004,Population practicing open defecation (%),% of rural population,14.13085
2005,Population practicing open defecation (%),% of rural population,14.37215
2006,Population practicing open defecation (%),% of rural population,14.61344
2007,Population practicing open defecation (%),% of rural population,14.85474
2008,Population practicing open defecation (%),% of rural population,15.09604
2009,Population practicing open defecation (%),% of rural population,15.33734
2010,Population practicing open defecation (%),% of rural population,15.57864
2011,Population practicing open defecation (%),% of rural population,15.81994
2012,Population practicing open defecation (%),% of rural population,16.06123
2013,Population practicing open defecation (%),% of rural population,16.30253
2014,Population practicing open defecation (%),% of rural population,16.54383
2015,Population practicing open defecation (%),% of rural population,16.1993980407715
2016,Population practicing open defecation (%),% of rural population,16.3216190338135
2017,Population practicing open defecation (%),% of rural population,16.4438400268555
2018,Population practicing open defecation (%),% of rural population,16.5660629272461
2019,Population practicing open defecation (%),% of rural population,16.6882839202881
2020,Population practicing open defecation (%),% of rural population,16.8105049133301
2021,Population practicing open defecation (%),% of rural population,16.9327259063721
2022,Population practicing open defecation (%),% of rural population,17.0549468994141
2023,Population practicing open defecation (%),% of rural population,17.1771678924561
2024,Population practicing open defecation (%),% of rural population,17.299388885498
2000,Population practicing open defecation (%),% of urban population,3.82947
2001,Population practicing open defecation (%),% of urban population,3.82947
2002,Population practicing open defecation (%),% of urban population,3.82947
2003,Population practicing open defecation (%),% of urban population,3.82947
2004,Population practicing open defecation (%),% of urban population,3.82947
2005,Population practicing open defecation (%),% of urban population,3.84348
2006,Population practicing open defecation (%),% of urban population,3.85749
2007,Population practicing open defecation (%),% of urban population,3.8715
2008,Population practicing open defecation (%),% of urban population,3.88551
2009,Population practicing open defecation (%),% of urban population,3.89951
2010,Population practicing open defecation (%),% of urban population,3.91352
2011,Population practicing open defecation (%),% of urban population,3.92753
2012,Population practicing open defecation (%),% of urban population,3.94154
2013,Population practicing open defecation (%),% of urban population,3.95555
2014,Population practicing open defecation (%),% of urban population,3.96956
2015,Population practicing open defecation (%),% of urban population,4.41296005249023
2016,Population practicing open defecation (%),% of urban population,4.51426315307617
2017,Population practicing open defecation (%),% of urban population,4.61556625366211
2018,Population practicing open defecation (%),% of urban population,4.71686935424805
2019,Population practicing open defecation (%),% of urban population,4.81817245483398
2020,Population practicing open defecation (%),% of urban population,4.91947507858276
2021,Population practicing open defecation (%),% of urban population,5.0207781791687
2022,Population practicing open defecation (%),% of urban population,5.12208127975464
2023,Population practicing open defecation (%),% of urban population,5.22338438034058
2024,Population practicing open defecation (%),% of urban population,5.32468748092651
2000,Population using safely managed sanitation services,% of urban population,31.50082
2001,Population using safely managed sanitation services,% of urban population,31.50082
2002,Population using safely managed sanitation services,% of urban population,31.50082
2003,Population using safely managed sanitation services,% of urban population,31.50082
2004,Population using safely managed sanitation services,% of urban population,31.50082
2005,Population using safely managed sanitation services,% of urban population,31.15715
2006,Population using safely managed sanitation services,% of urban population,30.81349
2007,Population using safely managed sanitation services,% of urban population,30.46982
2008,Population using safely managed sanitation services,% of urban population,30.12616
2009,Population using safely managed sanitation services,% of urban population,29.97525
2010,Population using safely managed sanitation services,% of urban population,29.82473
