Year,Series,Unit,Value
2019,"New HIV infections, aged 15-24","Per 100,000 population",0.67
2020,"New HIV infections, aged 15-24","Per 100,000 population",0.73
2021,"New HIV infections, aged 15-24","Per 100,000 population",0.76
2022,"New HIV infections, aged 15-24","Per 100,000 population",0.8
2023,"New HIV infections, aged 15-24","Per 100,000 population",0.86
2000,"New HIV infections, aged 15-24, men","Per 100,000 population",51.0
2001,"New HIV infections, aged 15-24, men","Per 100,000 population",56.0
2002,"New HIV infections, aged 15-24, men","Per 100,000 population",59.0
2003,"New HIV infections, aged 15-24, men","Per 100,000 population",57.0
2004,"New HIV infections, aged 15-24, men","Per 100,000 population",55.0
2005,"New HIV infections, aged 15-24, men","Per 100,000 population",51.0
2006,"New HIV infections, aged 15-24, men","Per 100,000 population",46.0
2007,"New HIV infections, aged 15-24, men","Per 100,000 population",39.0
2008,"New HIV infections, aged 15-24, men","Per 100,000 population",34.0
2009,"New HIV infections, aged 15-24, men","Per 100,000 population",31.0
2010,"New HIV infections, aged 15-24, men","Per 100,000 population",30.0
2011,"New HIV infections, aged 15-24, men","Per 100,000 population",31.0
2012,"New HIV infections, aged 15-24, men","Per 100,000 population",30.0
2013,"New HIV infections, aged 15-24, men","Per 100,000 population",30.0
2014,"New HIV infections, aged 15-24, men","Per 100,000 population",30.0
2015,"New HIV infections, aged 15-24, men","Per 100,000 population",0.32
2016,"New HIV infections, aged 15-24, men","Per 100,000 population",0.33
2017,"New HIV infections, aged 15-24, men","Per 100,000 population",0.34
2018,"New HIV infections, aged 15-24, men","Per 100,000 population",0.38
2019,"New HIV infections, aged 15-24, men","Per 100,000 population",0.39
2020,"New HIV infections, aged 15-24, men","Per 100,000 population",0.42
2021,"New HIV infections, aged 15-24, men","Per 100,000 population",0.44
2022,"New HIV infections, aged 15-24, men","Per 100,000 population",0.46
2023,"New HIV infections, aged 15-24, men","Per 100,000 population",0.49
2000,"New HIV infections, aged 15-24, women","Per 100,000 population",95.0
2001,"New HIV infections, aged 15-24, women","Per 100,000 population",103.0
2002,"New HIV infections, aged 15-24, women","Per 100,000 population",108.0
2003,"New HIV infections, aged 15-24, women","Per 100,000 population",105.0
2004,"New HIV infections, aged 15-24, women","Per 100,000 population",102.0
2005,"New HIV infections, aged 15-24, women","Per 100,000 population",95.0
2006,"New HIV infections, aged 15-24, women","Per 100,000 population",86.0
2007,"New HIV infections, aged 15-24, women","Per 100,000 population",74.0
2008,"New HIV infections, aged 15-24, women","Per 100,000 population",64.0
2009,"New HIV infections, aged 15-24, women","Per 100,000 population",59.0
2010,"New HIV infections, aged 15-24, women","Per 100,000 population",58.0
2011,"New HIV infections, aged 15-24, women","Per 100,000 population",61.0
2012,"New HIV infections, aged 15-24, women","Per 100,000 population",61.0
2013,"New HIV infections, aged 15-24, women","Per 100,000 population",62.0
2014,"New HIV infections, aged 15-24, women","Per 100,000 population",64.0
2015,"New HIV infections, aged 15-24, women","Per 100,000 population",0.71
2016,"New HIV infections, aged 15-24, women","Per 100,000 population",0.76
2017,"New HIV infections, aged 15-24, women","Per 100,000 population",0.82
2018,"New HIV infections, aged 15-24, women","Per 100,000 population",0.93
2019,"New HIV infections, aged 15-24, women","Per 100,000 population",0.98
2020,"New HIV infections, aged 15-24, women","Per 100,000 population",1.1
2021,"New HIV infections, aged 15-24, women","Per 100,000 population",1.1
2022,"New HIV infections, aged 15-24, women","Per 100,000 population",1.2
2023,"New HIV infections, aged 15-24, women","Per 100,000 population",1.3
2000,"New HIV infections, aged 15-49","Per 100,000 population",87.0
2001,"New HIV infections, aged 15-49","Per 100,000 population",95.0
2002,"New HIV infections, aged 15-49","Per 100,000 population",100.0
2003,"New HIV infections, aged 15-49","Per 100,000 population",97.0
2004,"New HIV infections, aged 15-49","Per 100,000 population",93.0
2005,"New HIV infections, aged 15-49","Per 100,000 population",87.0
2006,"New HIV infections, aged 15-49","Per 100,000 population",78.0
2007,"New HIV infections, aged 15-49","Per 100,000 population",67.0
2008,"New HIV infections, aged 15-49","Per 100,000 population",58.0
2009,"New HIV infections, aged 15-49","Per 100,000 population",53.0
2010,"New HIV infections, aged 15-49","Per 100,000 population",52.0
2011,"New HIV infections, aged 15-49","Per 100,000 population",54.0
2012,"New HIV infections, aged 15-49","Per 100,000 population",53.0
2013,"New HIV infections, aged 15-49","Per 100,000 population",53.0
2014,"New HIV infections, aged 15-49","Per 100,000 population",54.0
2015,"New HIV infections, aged 15-49","Per 100,000 population",0.6
2016,"New HIV infections, aged 15-49","Per 100,000 population",0.64
2017,"New HIV infections, aged 15-49","Per 100,000 population",0.67
2018,"New HIV infections, aged 15-49","Per 100,000 population",0.76
2019,"New HIV infections, aged 15-49","Per 100,000 population",0.79
2020,"New HIV infections, aged 15-49","Per 100,000 population",0.85
2021,"New HIV infections, aged 15-49","Per 100,000 population",0.89
2022,"New HIV infections, aged 15-49","Per 100,000 population",0.94
2023,"New HIV infections, aged 15-49","Per 100,000 population",1.0
2000,"New HIV infections, aged 15-49, men","Per 100,000 population",74.0
2001,"New HIV infections, aged 15-49, men","Per 100,000 population",80.0
2002,"New HIV infections, aged 15-49, men","Per 100,000 population",84.0
2003,"New HIV infections, aged 15-49, men","Per 100,000 population",82.0
2004,"New HIV infections, aged 15-49, men","Per 100,000 population",79.0
2005,"New HIV infections, aged 15-49, men","Per 100,000 population",74.0
2006,"New HIV infections, aged 15-49, men","Per 100,000 population",66.0
2007,"New HIV infections, aged 15-49, men","Per 100,000 population",56.0
2008,"New HIV infections, aged 15-49, men","Per 100,000 population",48.0
2009,"New HIV infections, aged 15-49, men","Per 100,000 population",44.0
2010,"New HIV infections, aged 15-49, men","Per 100,000 population",43.0
2011,"New HIV infections, aged 15-49, men","Per 100,000 population",44.0
2012,"New HIV infections, aged 15-49, men","Per 100,000 population",43.0
2013,"New HIV infections, aged 15-49, men","Per 100,000 population",42.0
2014,"New HIV infections, aged 15-49, men","Per 100,000 population",42.0
2015,"New HIV infections, aged 15-49, men","Per 100,000 population",0.46
2016,"New HIV infections, aged 15-49, men","Per 100,000 population",0.47
2017,"New HIV infections, aged 15-49, men","Per 100,000 population",0.49
2018,"New HIV infections, aged 15-49, men","Per 100,000 population",0.55
2019,"New HIV infections, aged 15-49, men","Per 100,000 population",0.56
2020,"New HIV infections, aged 15-49, men","Per 100,000 population",0.6
2021,"New HIV infections, aged 15-49, men","Per 100,000 population",0.62
2022,"New HIV infections, aged 15-49, men","Per 100,000 population",0.65
2023,"New HIV infections, aged 15-49, men","Per 100,000 population",0.69
2000,"New HIV infections, aged 15-49, women","Per 100,000 population",102.0
2001,"New HIV infections, aged 15-49, women","Per 100,000 population",110.0
2002,"New HIV infections, aged 15-49, women","Per 100,000 population",116.0
2003,"New HIV infections, aged 15-49, women","Per 100,000 population",113.0
2004,"New HIV infections, aged 15-49, women","Per 100,000 population",109.0
2005,"New HIV infections, aged 15-49, women","Per 100,000 population",102.0
2006,"New HIV infections, aged 15-49, women","Per 100,000 population",91.0
2007,"New HIV infections, aged 15-49, women","Per 100,000 population",79.0
2008,"New HIV infections, aged 15-49, women","Per 100,000 population",68.0
2009,"New HIV infections, aged 15-49, women","Per 100,000 population",63.0
2010,"New HIV infections, aged 15-49, women","Per 100,000 population",62.0
2011,"New HIV infections, aged 15-49, women","Per 100,000 population",64.0
2012,"New HIV infections, aged 15-49, women","Per 100,000 population",65.0
2013,"New HIV infections, aged 15-49, women","Per 100,000 population",65.0
2014,"New HIV infections, aged 15-49, women","Per 100,000 population",67.0
2015,"New HIV infections, aged 15-49, women","Per 100,000 population",0.76
2016,"New HIV infections, aged 15-49, women","Per 100,000 population",0.81
2017,"New HIV infections, aged 15-49, women","Per 100,000 population",0.86
2018,"New HIV infections, aged 15-49, women","Per 100,000 population",0.99
2019,"New HIV infections, aged 15-49, women","Per 100,000 population",1.0
2020,"New HIV infections, aged 15-49, women","Per 100,000 population",1.1
2021,"New HIV infections, aged 15-49, women","Per 100,000 population",1.2
2022,"New HIV infections, aged 15-49, women","Per 100,000 population",1.2
2023,"New HIV infections, aged 15-49, women","Per 100,000 population",1.3
2000,"New HIV infections, aged 50+","Per 100,000 population",32.0
2001,"New HIV infections, aged 50+","Per 100,000 population",35.0
2002,"New HIV infections, aged 50+","Per 100,000 population",36.0
2003,"New HIV infections, aged 50+","Per 100,000 population",35.0
2004,"New HIV infections, aged 50+","Per 100,000 population",34.0
2005,"New HIV infections, aged 50+","Per 100,000 population",32.0
2006,"New HIV infections, aged 50+","Per 100,000 population",29.0
2007,"New HIV infections, aged 50+","Per 100,000 population",25.0
2008,"New HIV infections, aged 50+","Per 100,000 population",21.0
2009,"New HIV infections, aged 50+","Per 100,000 population",20.0
2010,"New HIV infections, aged 50+","Per 100,000 population",19.0
2011,"New HIV infections, aged 50+","Per 100,000 population",20.0
2012,"New HIV infections, aged 50+","Per 100,000 population",20.0
2013,"New HIV infections, aged 50+","Per 100,000 population",20.0
2014,"New HIV infections, aged 50+","Per 100,000 population",20.0
2015,"New HIV infections, aged 50+","Per 100,000 population",0.21
2016,"New HIV infections, aged 50+","Per 100,000 population",0.23
2017,"New HIV infections, aged 50+","Per 100,000 population",0.24
2018,"New HIV infections, aged 50+","Per 100,000 population",0.27
2019,"New HIV infections, aged 50+","Per 100,000 population",0.28
2020,"New HIV infections, aged 50+","Per 100,000 population",0.3
2021,"New HIV infections, aged 50+","Per 100,000 population",0.31
2022,"New HIV infections, aged 50+","Per 100,000 population",0.33
2023,"New HIV infections, aged 50+","Per 100,000 population",0.35
2000,"New HIV infections, aged 50+, men","Per 100,000 population",31.0
2001,"New HIV infections, aged 50+, men","Per 100,000 population",33.0
2002,"New HIV infections, aged 50+, men","Per 100,000 population",35.0
2003,"New HIV infections, aged 50+, men","Per 100,000 population",34.0
2004,"New HIV infections, aged 50+, men","Per 100,000 population",33.0
2005,"New HIV infections, aged 50+, men","Per 100,000 population",31.0
2006,"New HIV infections, aged 50+, men","Per 100,000 population",28.0
2007,"New HIV infections, aged 50+, men","Per 100,000 population",24.0
2008,"New HIV infections, aged 50+, men","Per 100,000 population",21.0
2009,"New HIV infections, aged 50+, men","Per 100,000 population",19.0
2010,"New HIV infections, aged 50+, men","Per 100,000 population",18.0
2011,"New HIV infections, aged 50+, men","Per 100,000 population",19.0
2012,"New HIV infections, aged 50+, men","Per 100,000 population",18.0
2013,"New HIV infections, aged 50+, men","Per 100,000 population",18.0
2014,"New HIV infections, aged 50+, men","Per 100,000 population",18.0
2015,"New HIV infections, aged 50+, men","Per 100,000 population",0.19
2016,"New HIV infections, aged 50+, men","Per 100,000 population",0.19
2017,"New HIV infections, aged 50+, men","Per 100,000 population",0.2
2018,"New HIV infections, aged 50+, men","Per 100,000 population",0.22
2019,"New HIV infections, aged 50+, men","Per 100,000 population",0.23
2020,"New HIV infections, aged 50+, men","Per 100,000 population",0.24
2021,"New HIV infections, aged 50+, men","Per 100,000 population",0.25
2022,"New HIV infections, aged 50+, men","Per 100,000 population",0.26
2023,"New HIV infections, aged 50+, men","Per 100,000 population",0.28
2000,"New HIV infections, aged 50+, women","Per 100,000 population",33.0
2001,"New HIV infections, aged 50+, women","Per 100,000 population",36.0
2002,"New HIV infections, aged 50+, women","Per 100,000 population",38.0
2003,"New HIV infections, aged 50+, women","Per 100,000 population",36.0
2004,"New HIV infections, aged 50+, women","Per 100,000 population",35.0
2005,"New HIV infections, aged 50+, women","Per 100,000 population",33.0
2006,"New HIV infections, aged 50+, women","Per 100,000 population",30.0
2007,"New HIV infections, aged 50+, women","Per 100,000 population",25.0
2008,"New HIV infections, aged 50+, women","Per 100,000 population",22.0
2009,"New HIV infections, aged 50+, women","Per 100,000 population",20.0
2010,"New HIV infections, aged 50+, women","Per 100,000 population",20.0
2011,"New HIV infections, aged 50+, women","Per 100,000 population",21.0
2012,"New HIV infections, aged 50+, women","Per 100,000 population",21.0
2013,"New HIV infections, aged 50+, women","Per 100,000 population",22.0
2014,"New HIV infections, aged 50+, women","Per 100,000 population",22.0
2015,"New HIV infections, aged 50+, women","Per 100,000 population",0.25
2016,"New HIV infections, aged 50+, women","Per 100,000 population",0.26
2017,"New HIV infections, aged 50+, women","Per 100,000 population",0.28
2018,"New HIV infections, aged 50+, women","Per 100,000 population",0.32
2019,"New HIV infections, aged 50+, women","Per 100,000 population",0.34
2020,"New HIV infections, aged 50+, women","Per 100,000 population",0.36
2021,"New HIV infections, aged 50+, women","Per 100,000 population",0.38
2022,"New HIV infections, aged 50+, women","Per 100,000 population",0.4
2023,"New HIV infections, aged 50+, women","Per 100,000 population",0.42
2000,"New HIV infections, all ages","Per 1,000 population",54.0
2001,"New HIV infections, all ages","Per 1,000 population",59.0
2002,"New HIV infections, all ages","Per 1,000 population",63.0
2003,"New HIV infections, all ages","Per 1,000 population",62.0
2004,"New HIV infections, all ages","Per 1,000 population",60.0
2005,"New HIV infections, all ages","Per 1,000 population",57.0
2006,"New HIV infections, all ages","Per 1,000 population",52.0
2007,"New HIV infections, all ages","Per 1,000 population",46.0
2008,"New HIV infections, all ages","Per 1,000 population",41.0
2009,"New HIV infections, all ages","Per 1,000 population",37.0
2010,"New HIV infections, all ages","Per 1,000 population",37.0
2011,"New HIV infections, all ages","Per 1,000 population",38.0
2012,"New HIV infections, all ages","Per 1,000 population",37.0
2013,"New HIV infections, all ages","Per 1,000 population",37.0
2014,"New HIV infections, all ages","Per 1,000 population",37.0
2015,"New HIV infections, all ages","Per 1,000 population",0.41
2016,"New HIV infections, all ages","Per 1,000 population",0.43
2017,"New HIV infections, all ages","Per 1,000 population",0.45
2018,"New HIV infections, all ages","Per 1,000 population",0.5
2019,"New HIV infections, all ages","Per 1,000 population",0.52
2020,"New HIV infections, all ages","Per 1,000 population",0.56
2021,"New HIV infections, all ages","Per 1,000 population",0.59
2022,"New HIV infections, all ages","Per 1,000 population",0.62
2023,"New HIV infections, all ages","Per 1,000 population",0.65
2000,"New HIV infections, all ages, men","Per 100,000 population",47.0
2001,"New HIV infections, all ages, men","Per 100,000 population",51.0
2002,"New HIV infections, all ages, men","Per 100,000 population",54.0
2003,"New HIV infections, all ages, men","Per 100,000 population",54.0
2004,"New HIV infections, all ages, men","Per 100,000 population",52.0
2005,"New HIV infections, all ages, men","Per 100,000 population",50.0
2006,"New HIV infections, all ages, men","Per 100,000 population",45.0
2007,"New HIV infections, all ages, men","Per 100,000 population",40.0
2008,"New HIV infections, all ages, men","Per 100,000 population",35.0
2009,"New HIV infections, all ages, men","Per 100,000 population",32.0
2010,"New HIV infections, all ages, men","Per 100,000 population",32.0
2011,"New HIV infections, all ages, men","Per 100,000 population",32.0
2012,"New HIV infections, all ages, men","Per 100,000 population",31.0
2013,"New HIV infections, all ages, men","Per 100,000 population",31.0
2014,"New HIV infections, all ages, men","Per 100,000 population",30.0
2015,"New HIV infections, all ages, men","Per 100,000 population",0.33
2016,"New HIV infections, all ages, men","Per 100,000 population",0.34
2017,"New HIV infections, all ages, men","Per 100,000 population",0.35
2018,"New HIV infections, all ages, men","Per 100,000 population",0.38
2019,"New HIV infections, all ages, men","Per 100,000 population",0.39
2020,"New HIV infections, all ages, men","Per 100,000 population",0.42
2021,"New HIV infections, all ages, men","Per 100,000 population",0.44
2022,"New HIV infections, all ages, men","Per 100,000 population",0.46
2023,"New HIV infections, all ages, men","Per 100,000 population",0.48
2000,"New HIV infections, all ages, women","Per 100,000 population",62.0
2001,"New HIV infections, all ages, women","Per 100,000 population",67.0
2002,"New HIV infections, all ages, women","Per 100,000 population",72.0
2003,"New HIV infections, all ages, women","Per 100,000 population",71.0
2004,"New HIV infections, all ages, women","Per 100,000 population",69.0
2005,"New HIV infections, all ages, women","Per 100,000 population",65.0
2006,"New HIV infections, all ages, women","Per 100,000 population",60.0
2007,"New HIV infections, all ages, women","Per 100,000 population",52.0
2008,"New HIV infections, all ages, women","Per 100,000 population",47.0
2009,"New HIV infections, all ages, women","Per 100,000 population",43.0
2010,"New HIV infections, all ages, women","Per 100,000 population",43.0
2011,"New HIV infections, all ages, women","Per 100,000 population",44.0
2012,"New HIV infections, all ages, women","Per 100,000 population",43.0
2013,"New HIV infections, all ages, women","Per 100,000 population",44.0
2014,"New HIV infections, all ages, women","Per 100,000 population",45.0
2015,"New HIV infections, all ages, women","Per 100,000 population",0.5
2016,"New HIV infections, all ages, women","Per 100,000 population",0.53
2017,"New HIV infections, all ages, women","Per 100,000 population",0.56
2018,"New HIV infections, all ages, women","Per 100,000 population",0.63
2019,"New HIV infections, all ages, women","Per 100,000 population",0.66
2020,"New HIV infections, all ages, women","Per 100,000 population",0.72
2021,"New HIV infections, all ages, women","Per 100,000 population",0.75
2022,"New HIV infections, all ages, women","Per 100,000 population",0.79
2023,"New HIV infections, all ages, women","Per 100,000 population",0.84
