Year,Series,Unit,Value
2000,"New HIV infections, aged 0-14","Per 100,000 population",17.0
2001,"New HIV infections, aged 0-14","Per 100,000 population",20.0
2002,"New HIV infections, aged 0-14","Per 100,000 population",22.0
2003,"New HIV infections, aged 0-14","Per 100,000 population",23.0
2004,"New HIV infections, aged 0-14","Per 100,000 population",24.0
2005,"New HIV infections, aged 0-14","Per 100,000 population",24.0
2006,"New HIV infections, aged 0-14","Per 100,000 population",24.0
2007,"New HIV infections, aged 0-14","Per 100,000 population",24.0
2008,"New HIV infections, aged 0-14","Per 100,000 population",23.0
2009,"New HIV infections, aged 0-14","Per 100,000 population",20.0
2010,"New HIV infections, aged 0-14","Per 100,000 population",22.0
2011,"New HIV infections, aged 0-14","Per 100,000 population",21.0
2012,"New HIV infections, aged 0-14","Per 100,000 population",19.0
2013,"New HIV infections, aged 0-14","Per 100,000 population",19.0
2014,"New HIV infections, aged 0-14","Per 100,000 population",18.0
2015,"New HIV infections, aged 0-14","Per 100,000 population",0.19
2016,"New HIV infections, aged 0-14","Per 100,000 population",0.2
2017,"New HIV infections, aged 0-14","Per 100,000 population",0.2
2018,"New HIV infections, aged 0-14","Per 100,000 population",0.19
2019,"New HIV infections, aged 0-14","Per 100,000 population",0.18
2020,"New HIV infections, aged 0-14","Per 100,000 population",0.22
2021,"New HIV infections, aged 0-14","Per 100,000 population",0.22
2022,"New HIV infections, aged 0-14","Per 100,000 population",0.23
2023,"New HIV infections, aged 0-14","Per 100,000 population",0.23
2000,"New HIV infections, aged 15-24","Per 100,000 population",72.0
2001,"New HIV infections, aged 15-24","Per 100,000 population",78.0
2002,"New HIV infections, aged 15-24","Per 100,000 population",82.0
2003,"New HIV infections, aged 15-24","Per 100,000 population",80.0
2004,"New HIV infections, aged 15-24","Per 100,000 population",77.0
2005,"New HIV infections, aged 15-24","Per 100,000 population",73.0
2006,"New HIV infections, aged 15-24","Per 100,000 population",65.0
2007,"New HIV infections, aged 15-24","Per 100,000 population",56.0
2008,"New HIV infections, aged 15-24","Per 100,000 population",49.0
2009,"New HIV infections, aged 15-24","Per 100,000 population",44.0
2010,"New HIV infections, aged 15-24","Per 100,000 population",44.0
2011,"New HIV infections, aged 15-24","Per 100,000 population",45.0
2012,"New HIV infections, aged 15-24","Per 100,000 population",45.0
2013,"New HIV infections, aged 15-24","Per 100,000 population",45.0
2014,"New HIV infections, aged 15-24","Per 100,000 population",46.0
2015,"New HIV infections, aged 15-24","Per 100,000 population",0.51
2016,"New HIV infections, aged 15-24","Per 100,000 population",0.54
2017,"New HIV infections, aged 15-24","Per 100,000 population",0.57
2018,"New HIV infections, aged 15-24","Per 100,000 population",0.65
