Year,Series,Unit,Value
2018,Women aged 20 to 24 years who were first married or in union before age 15,1st wealth quintile (poorest),6.8
2018,Women aged 20 to 24 years who were first married or in union before age 15,2nd wealth quintile,10.4
2018,Women aged 20 to 24 years who were first married or in union before age 15,3rd wealth quintile,5.3
2018,Women aged 20 to 24 years who were first married or in union before age 15,4th wealth quintile,9.1
2018,Women aged 20 to 24 years who were first married or in union before age 15,5th wealth quintile (richest),8.1
2018,Women aged 20 to 24 years who were first married or in union before age 15,Percentage,8.0
2018,Women aged 20 to 24 years who were first married or in union before age 15,Rural,8.7
2018,Women aged 20 to 24 years who were first married or in union before age 15,Urban,3.7
2018,Women aged 20 to 24 years who were first married or in union before age 18,1st wealth quintile (poorest),31.6
2018,Women aged 20 to 24 years who were first married or in union before age 18,2nd wealth quintile,33.5
2018,Women aged 20 to 24 years who were first married or in union before age 18,3rd wealth quintile,29.8
2018,Women aged 20 to 24 years who were first married or in union before age 18,4th wealth quintile,27.7
2018,Women aged 20 to 24 years who were first married or in union before age 18,5th wealth quintile (richest),19.8
2018,Women aged 20 to 24 years who were first married or in union before age 18,Percentage,27.3
2018,Women aged 20 to 24 years who were first married or in union before age 18,Rural,29.0
2018,Women aged 20 to 24 years who were first married or in union before age 18,Urban,17.2
