Year,Series,Unit,Value
2000,Domestic budget funded by domestic taxes,Percentage,62.6777787013303
2001,Domestic budget funded by domestic taxes,Percentage,86.5080656655047
2002,Domestic budget funded by domestic taxes,Percentage,83.5886693143934
2014,Domestic budget funded by domestic taxes,Percentage,66.2096142771176
2015,Domestic budget funded by domestic taxes,Percentage,65.070315767126
2016,Domestic budget funded by domestic taxes,Percentage,62.0710385698281
2017,Domestic budget funded by domestic taxes,Percentage,68.6302986588374
2018,Domestic budget funded by domestic taxes,Percentage,64.929625983754
2019,Domestic budget funded by domestic taxes,Percentage,60.528904440646
2020,Domestic budget funded by domestic taxes,Percentage,50.5321603252097
2021,Domestic budget funded by domestic taxes,Percentage,55.28567473
2022,Domestic budget funded by domestic taxes,Percentage,67.46019887
2023,Domestic budget funded by domestic taxes,Percentage,71.61169269
