Year,Series,Unit,Value
2006,Demand for family planning satisfied with modern methods,% of women of reproductive age,40.6
2016,Demand for family planning satisfied with modern methods,% of women of reproductive age,49.2
2018,Demand for family planning satisfied with modern methods,% of women of reproductive age,49.2
