Year,Series,Unit,Value
2000,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,6.59744
2001,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,7.59418
2002,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,6.13228
2003,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,6.46548
2004,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,5.33009
2005,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,5.86883
2006,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,5.7225
2007,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,5.51119
2008,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,6.05681
2009,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,6.01849
2010,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,5.68598
2011,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,5.29814
2012,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,4.85771
2013,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,3.66784
2014,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,3.02455
2015,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,2.61237
2016,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,3.0087
2017,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,3.0965
2018,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,3.18696
2019,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,3.12021
2020,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,2.82514
2021,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,2.91565
2022,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,2.82182
2023,Domestic material consumption intensity,Kg per 1 USD (2015) GDP,2.81307
2000,"Domestic material consumption, total",Tons per capita,13.60214
2001,"Domestic material consumption, total",Tons per capita,15.12813
2002,"Domestic material consumption, total",Tons per capita,12.05056
2003,"Domestic material consumption, total",Tons per capita,12.8307
2004,"Domestic material consumption, total",Tons per capita,10.29576
2005,"Domestic material consumption, total",Tons per capita,11.40902
2006,"Domestic material consumption, total",Tons per capita,11.02445
2007,"Domestic material consumption, total",Tons per capita,11.0951
2008,"Domestic material consumption, total",Tons per capita,11.78792
2009,"Domestic material consumption, total",Tons per capita,12.13436
2010,"Domestic material consumption, total",Tons per capita,12.25153
2011,"Domestic material consumption, total",Tons per capita,11.21203
2012,"Domestic material consumption, total",Tons per capita,10.46397
2013,"Domestic material consumption, total",Tons per capita,7.98515
2014,"Domestic material consumption, total",Tons per capita,7.28343
2015,"Domestic material consumption, total",Tons per capita,6.5363
2016,"Domestic material consumption, total",Tons per capita,7.74762
2017,"Domestic material consumption, total",Tons per capita,8.06024
2018,"Domestic material consumption, total",Tons per capita,8.08239
2019,"Domestic material consumption, total",Tons per capita,8.08288
2020,"Domestic material consumption, total",Tons per capita,6.93612
2021,"Domestic material consumption, total",Tons per capita,6.95984
2022,"Domestic material consumption, total",Tons per capita,6.94886
2023,"Domestic material consumption, total",Tons per capita,6.98405
